id,y
0,72.5627
1,65.2189
2,68.8595
3,56.8751
4,72.4826
5,68.2519
6,79.8404
7,64.0886
8,70.2837
9,60.3349
10,72.2071
11,67.2451
12,68.1257
13,71.3936
14,74.7512
15,70.5622
16,69.5349
17,71.8128
18,67.8853
19,68.1769
20,61.1887
21,60.2606
22,76.4018
23,68.7844
24,72.0268
25,59.3484
26,61.3621
27,70.8604
28,86.2488
29,71.0295
30,67.2201
31,67.9479
32,54.5487
33,61.4867
34,70.6192
35,61.7172
36,69.9515
37,61.4435
38,73.5696
39,72.7534
40,74.2303
41,74.6042
42,65.755
43,67.8872
44,67.1505
45,63.7465
46,73.5883
47,79.4691
48,77.5325
49,75.1066
50,57.8217
51,65.2959
52,63.426
53,59.426
54,56.4577
55,69.3812
56,78.7229
57,62.0168
58,58.029
59,69.8024
60,76.6889
61,77.7525
62,82.5682
63,62.0242
64,69.1526
65,67.615
66,73.5688
67,72.8597
68,71.4322
69,66.4173
70,74.0033
71,65.3367
72,74.411
73,76.9214
74,62.4502
75,66.0692
76,68.8706
77,71.1542
78,81.068
79,67.2838
80,63.1802
81,60.7403
82,77.8162
83,64.6116
84,73.8615
85,75.0841
86,70.4313
87,84.2653
88,73.6858
89,69.44
90,76.9154
91,69.6921
92,80.1846
93,67.6014
94,75.5122
95,64.7687
96,75.9632
97,79.0898
98,58.2444
99,63.7151
100,70.0907
101,83.6934
102,75.6075
103,69.216
104,73.2776
105,62.4392
106,81.6719
107,77.8723
108,83.6218
109,79.1404
110,64.0027
111,69.4428
112,68.0643
113,67.5861
114,66.4421
115,66.7526
116,75.4097
117,67.549
118,57.9326
119,75.079
120,70.2229
121,74.3559
122,68.1499
123,70.493
124,60.3668
125,63.2118
126,59.1034
127,69.7063
128,65.5925
129,84.7977
130,68.1948
131,68.9792
132,71.5931
133,60.3417
134,66.8736
135,67.3493
136,73.9743
137,61.7717
138,59.1867
139,69.1745
140,53.6749
141,62.114
142,62.9772
143,68.9291
144,75.2898
145,74.0738
146,64.2395
147,68.1465
148,62.2126
149,66.5921
150,70.279
151,67.4351
152,67.5709
153,65.4176
154,66.3484
155,72.7313
156,81.6667
157,82.8991
158,69.8124
159,68.6363
160,62.4993
161,62.8075
162,77.8866
163,56.116
164,71.2076
165,64.3534
166,79.6389
167,59.1519
168,73.3365
169,73.895
170,73.0074
171,70.9152
172,62.9755
173,59.5873
174,72.0685
175,61.7832
176,73.187
177,71.734
178,67.7889
179,74.0465
