id,y
0,76
1,71
2,72
3,66
4,75
5,67
6,79
7,66
8,71
9,67
10,74
11,64
12,67
13,73
14,78
15,75
16,65
17,76
18,72
19,69
20,64
21,64
22,77
23,71
24,72
25,67
26,62
27,79
28,77
29,73
30,56
31,72
32,66
33,68
34,66
35,65
36,76
37,60
38,70
39,70
40,75
41,77
42,62
43,67
44,66
45,63
46,82
47,76
48,80
49,77
50,63
51,61
52,60
53,63
54,61
55,70
56,82
57,59
58,58
59,74
60,78
61,76
62,75
63,63
64,68
65,63
66,79
67,76
68,64
69,61
70,79
71,64
72,79
73,78
74,59
75,69
76,67
77,73
78,75
79,62
80,70
81,72
82,77
83,60
84,68
85,70
86,75
87,83
88,73
89,62
90,78
91,68
92,73
93,69
94,80
95,70
96,79
97,75
98,64
99,63
100,72
101,74
102,82
103,74
104,77
105,68
106,80
107,78
108,75
109,81
110,64
111,76
112,66
113,70
114,64
115,66
116,77
117,63
118,65
119,75
120,69
121,67
122,71
123,78
124,63
125,66
126,57
127,74
128,65
129,77
130,77
131,73
132,70
133,65
134,68
135,68
136,69
137,65
138,56
139,73
140,60
141,70
142,63
143,82
144,79
145,72
146,71
147,74
148,67
149,69
150,69
151,68
152,65
153,68
154,71
155,74
156,73
157,81
158,67
159,74
160,63
161,65
162,74
163,60
164,59
165,61
166,69
167,64
168,77
169,73
170,68
171,73
172,65
173,57
174,73
175,64
176,72
177,71
178,61
179,68
180,74
181,78
182,77
183,78
184,79
185,75
186,67
187,63
188,67
189,58
190,70
191,72
192,78
193,60
194,70
195,78
196,72
197,79
198,78
199,76
200,56
201,74
202,74
203,72
204,74
205,71
206,79
207,62
208,60
209,61
210,69
211,71
212,71
213,78
214,59
215,57
216,70
217,74
218,57
219,81
220,74
221,75
222,60
223,65
224,73
225,79
226,74
227,74
228,72
229,73
230,70
231,73
232,59
233,76
234,56
235,72
236,71
237,61
238,75
239,70
240,69
241,60
242,69
243,79
244,67
245,58
246,72
247,79
248,76
249,64
250,68
251,67
252,76
253,62
254,64
255,75
256,82
257,79
258,66
259,72
260,69
261,80
262,65
263,65
264,74
265,66
266,84
267,73
268,73
269,66
270,74
271,61
272,66
273,61
274,69
275,68
276,73
277,73
278,78
279,74
280,76
281,80
282,68
283,71
284,67
285,82
286,82
287,78
288,74
289,67
290,65
291,66
292,72
293,79
294,70
295,67
296,63
297,59
298,63
299,65
300,71
301,68
302,75
303,74
304,76
305,63
306,74
307,56
308,70
309,77
310,64
311,72
312,76
313,74
314,73
315,62
316,59
317,78
318,60
319,67
320,63
321,76
322,69
323,75
324,75
325,67
326,79
327,77
328,62
329,70
330,79
331,60
332,77
333,77
334,81
335,64
336,68
337,72
338,67
339,73
340,67
341,71
342,67
343,70
344,72
345,62
346,74
347,66
348,55
349,67
350,66
351,71
352,67
353,76
354,66
355,79
356,71
357,62
358,74
359,80
360,68
361,66
362,65
363,68
364,83
365,55
366,70
367,57
368,65
369,75
370,62
371,69
372,74
373,71
374,81
375,58
376,79
377,73
378,76
379,67
380,71
381,77
382,79
383,71
384,73
385,77
386,67
387,70
388,62
389,75
390,74
391,54
392,77
393,63
394,77
395,69
396,65
397,81
398,61
399,77
400,74
401,60
402,69
403,74
404,79
405,70
406,63
407,65
408,68
409,80
410,72
411,66
412,68
413,83
414,60
415,70
416,76
417,73
418,70
419,58
420,74
421,65
422,63
423,66
424,73
425,75
426,67
427,81
428,73
429,82
430,65
431,65
432,78
433,67
434,70
435,65
436,78
437,65
438,76
439,76
440,62
441,62
442,63
443,65
444,62
445,77
446,76
447,79
448,78
449,61
450,67
451,67
452,68
453,68
454,70
455,57
456,61
457,74
458,77
459,71
460,72
461,66
462,69
463,78
464,71
465,79
466,69
467,65
468,60
469,78
470,70
471,67
472,74
473,72
